row_id,order_id,order_date,ship_date,ship_mode,customer_id,postal_code,product_id,sales,quantity,discount,profit,shipping_duration_days,unit_price,unit_cost,profit_margin_pct,is_profitable,discount_bracket
5807,CA-2016-149783,2016-09-04,2016-09-07,Second Class,DL-13315,37918,OFF-PA-10002195,12.192,3,0.2,4.1148,3,4.06,2.69,33.75,1,Low Discount (1-20%)
5808,CA-2016-149783,2016-09-04,2016-09-07,Second Class,DL-13315,37918,OFF-AP-10001205,87.168,2,0.2,8.7168,3,43.58,39.23,10.0,1,Low Discount (1-20%)
5809,CA-2016-149783,2016-09-04,2016-09-07,Second Class,DL-13315,37918,OFF-AR-10002987,31.744,2,0.2,8.3328,3,15.87,11.71,26.25,1,Low Discount (1-20%)
5810,CA-2016-125017,2016-02-06,2016-02-11,Standard Class,KB-16240,37421,FUR-FU-10000723,132.224,4,0.2,-18.1808,5,33.06,37.6,-13.75,0,Low Discount (1-20%)
5811,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,92037,OFF-PA-10003127,105.52,4,0.0,48.5392,4,26.38,14.25,46.0,1,No Discount (0%)
5812,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,92037,FUR-FU-10000747,91.96,2,0.0,15.6332,4,45.98,38.16,17.0,1,No Discount (0%)
5813,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,92037,TEC-PH-10001795,1487.976,3,0.2,185.997,4,495.99,433.99,12.5,1,Low Discount (1-20%)
5814,CA-2015-150196,2015-07-02,2015-07-03,First Class,SR-20740,10024,OFF-PA-10003797,19.44,3,0.0,9.3312,1,6.48,3.37,48.0,1,No Discount (0%)
5815,US-2015-106495,2015-06-15,2015-06-17,First Class,AC-10450,33614,TEC-AC-10002718,11.672,1,0.2,-0.7295,2,11.67,12.4,-6.25,0,Low Discount (1-20%)
5816,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,13501,TEC-PH-10002170,279.96,4,0.0,78.3888,0,69.99,50.39,28.0,1,No Discount (0%)
5817,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,13501,OFF-BI-10001078,12.912,3,0.2,4.6806,0,4.3,2.74,36.25,1,Low Discount (1-20%)
5818,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,13501,OFF-BI-10001031,17.088,4,0.2,5.7672,0,4.27,2.83,33.75,1,Low Discount (1-20%)
5819,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,13501,OFF-LA-10001158,93.15,9,0.0,44.712,0,10.35,5.38,48.0,1,No Discount (0%)
5820,CA-2014-124730,2014-11-26,2014-11-26,Same Day,LS-17245,13501,OFF-LA-10001613,11.52,4,0.0,5.6448,0,2.88,1.47,49.0,1,No Discount (0%)
5821,CA-2017-117632,2017-05-12,2017-05-18,Standard Class,CS-12175,94122,OFF-SU-10000157,238.62,2,0.0,4.7724,6,119.31,116.92,2.0,1,No Discount (0%)
5822,CA-2017-117632,2017-05-12,2017-05-18,Standard Class,CS-12175,94122,OFF-AP-10004868,7.77,1,0.0,2.0979,6,7.77,5.67,27.0,1,No Discount (0%)
5823,CA-2017-117632,2017-05-12,2017-05-18,Standard Class,CS-12175,94122,FUR-TA-10001520,285.48,5,0.2,-10.7055,6,57.1,59.24,-3.75,0,Low Discount (1-20%)
5824,CA-2017-117632,2017-05-12,2017-05-18,Standard Class,CS-12175,94122,OFF-BI-10001900,19.168,4,0.2,6.4692,6,4.79,3.17,33.75,1,Low Discount (1-20%)
5825,CA-2014-115056,2014-05-02,2014-05-02,Same Day,AR-10510,43229,OFF-AP-10003971,26.136,3,0.2,1.9602,0,8.71,8.06,7.5,1,Low Discount (1-20%)
5826,CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,10035,OFF-PA-10000418,419.4,4,0.0,201.312,3,104.85,54.52,48.0,1,No Discount (0%)
5827,CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,10035,FUR-CH-10004626,90.801,1,0.1,14.1246,3,90.8,76.68,15.56,1,Low Discount (1-20%)
5828,CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,10035,FUR-CH-10004860,181.764,2,0.1,-8.0784,3,90.88,94.92,-4.44,0,Low Discount (1-20%)
5829,CA-2017-161067,2017-09-03,2017-09-06,Second Class,KB-16405,10035,OFF-AR-10003251,5.56,2,0.0,2.224,3,2.78,1.67,40.0,1,No Discount (0%)
5830,CA-2016-122063,2016-12-03,2016-12-07,Standard Class,MM-17920,47374,FUR-TA-10004575,581.96,2,0.0,104.7528,4,290.98,238.6,18.0,1,No Discount (0%)
5831,CA-2016-122063,2016-12-03,2016-12-07,Standard Class,MM-17920,47374,FUR-CH-10004754,29.98,1,0.0,8.0946,4,29.98,21.89,27.0,1,No Discount (0%)
5832,CA-2015-111206,2015-07-18,2015-07-22,Standard Class,RF-19735,92105,TEC-AC-10003095,519.96,4,0.0,176.7864,4,129.99,85.79,34.0,1,No Discount (0%)
5833,CA-2016-142895,2016-07-21,2016-07-26,Standard Class,BP-11290,28027,OFF-LA-10000262,6.264,3,0.2,2.0358,5,2.09,1.41,32.5,1,Low Discount (1-20%)
5834,CA-2016-142895,2016-07-21,2016-07-26,Standard Class,BP-11290,28027,FUR-CH-10002961,363.92,5,0.2,0.0,5,72.78,72.78,0.0,0,Low Discount (1-20%)
5835,CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,33178,OFF-BI-10003876,64.2,5,0.7,-42.8,7,12.84,21.4,-66.67,0,High Discount (>50%)
5836,CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,33178,OFF-BI-10002133,38.52,3,0.7,-26.964,7,12.84,21.83,-70.0,0,High Discount (>50%)
5837,CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,33178,TEC-AC-10004396,72.6,5,0.2,-8.1675,7,14.52,16.15,-11.25,0,Low Discount (1-20%)
5838,CA-2017-133207,2017-11-27,2017-12-03,Standard Class,DO-13645,90036,TEC-PH-10004100,57.568,4,0.2,5.7568,6,14.39,12.95,10.0,1,Low Discount (1-20%)
5839,CA-2015-132948,2015-03-27,2015-04-03,Standard Class,MV-17485,98115,OFF-ST-10000636,83.7,5,0.0,3.348,7,16.74,16.07,4.0,1,No Discount (0%)
5840,CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,22204,OFF-PA-10001972,32.4,5,0.0,15.552,4,6.48,3.37,48.0,1,No Discount (0%)
5841,CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,22204,FUR-FU-10002554,47.98,2,0.0,11.0354,4,23.99,18.47,23.0,1,No Discount (0%)
5842,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,92105,TEC-PH-10003174,415.968,4,0.2,51.996,4,103.99,90.99,12.5,1,Low Discount (1-20%)
5843,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,92105,OFF-ST-10001418,304.9,5,0.0,6.098,4,60.98,59.76,2.0,1,No Discount (0%)
5844,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,92105,FUR-FU-10002813,80.96,4,0.0,29.1456,4,20.24,12.95,36.0,1,No Discount (0%)
5845,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,92105,OFF-ST-10000129,777.21,7,0.0,54.4047,4,111.03,103.26,7.0,1,No Discount (0%)
5846,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,92105,OFF-PA-10001639,32.4,5,0.0,15.552,4,6.48,3.37,48.0,1,No Discount (0%)
5847,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,92105,FUR-CH-10001708,225.568,2,0.2,2.8196,4,112.78,111.37,1.25,1,Low Discount (1-20%)
5848,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,92105,FUR-FU-10001591,36.6,3,0.0,15.372,4,12.2,7.08,42.0,1,No Discount (0%)
5849,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,55113,OFF-AP-10003849,715.64,2,0.0,178.91,4,357.82,268.36,25.0,1,No Discount (0%)
5850,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,55113,OFF-ST-10000078,795.51,3,0.0,143.1918,4,265.17,217.44,18.0,1,No Discount (0%)
5851,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,55113,TEC-CO-10001571,549.99,1,0.0,274.995,4,549.99,275.0,50.0,1,No Discount (0%)
5852,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,55113,OFF-BI-10001658,74.76,3,0.0,34.3896,4,24.92,13.46,46.0,1,No Discount (0%)
5853,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,55113,FUR-FU-10004351,29.22,3,0.0,12.8568,4,9.74,5.45,44.0,1,No Discount (0%)
5854,US-2014-138835,2014-09-10,2014-09-14,Standard Class,DA-13450,23464,OFF-BI-10003314,9.64,2,0.0,4.7236,4,4.82,2.46,49.0,1,No Discount (0%)
5855,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,75220,OFF-ST-10001505,33.488,7,0.2,-1.2558,6,4.78,4.96,-3.75,0,Low Discount (1-20%)
5856,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,75220,OFF-SU-10003567,23.04,3,0.2,-4.896,6,7.68,9.31,-21.25,0,Low Discount (1-20%)
5857,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,75220,OFF-BI-10002982,1.362,1,0.8,-2.1792,6,1.36,3.54,-160.0,0,High Discount (>50%)
5858,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,75220,FUR-FU-10002364,14.76,5,0.6,-11.439,6,2.95,5.24,-77.5,0,High Discount (>50%)
5859,US-2017-153255,2017-09-03,2017-09-07,Second Class,JK-15730,94521,FUR-BO-10004218,239.666,2,0.15,14.098,4,119.83,112.78,5.88,1,Low Discount (1-20%)
5860,CA-2015-108119,2015-11-01,2015-11-08,Standard Class,MS-17530,72032,FUR-TA-10002530,301.96,2,0.0,45.294,7,150.98,128.33,15.0,1,No Discount (0%)
5861,CA-2015-157434,2015-04-29,2015-05-04,Second Class,JK-15640,19120,OFF-PA-10001526,7.968,2,0.2,2.8884,5,3.98,2.54,36.25,1,Low Discount (1-20%)
5862,CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,72209,OFF-PA-10001497,109.92,2,0.0,53.8608,3,54.96,28.03,49.0,1,No Discount (0%)
5863,CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,72209,OFF-PA-10003936,19.44,3,0.0,9.3312,3,6.48,3.37,48.0,1,No Discount (0%)
5864,CA-2016-101525,2016-05-01,2016-05-04,Second Class,CM-12235,72209,OFF-AR-10000716,11.16,2,0.0,4.3524,3,5.58,3.4,39.0,1,No Discount (0%)
5865,US-2014-117968,2014-08-05,2014-08-07,Second Class,RS-19420,06450,OFF-AP-10002765,79.47,3,0.0,22.2516,2,26.49,19.07,28.0,1,No Discount (0%)
5866,US-2014-117968,2014-08-05,2014-08-07,Second Class,RS-19420,06450,OFF-AR-10004165,4.56,2,0.0,2.0064,2,2.28,1.28,44.0,1,No Discount (0%)
5867,US-2014-117968,2014-08-05,2014-08-07,Second Class,RS-19420,06450,FUR-CH-10002335,1133.35,5,0.0,294.671,2,226.67,167.74,26.0,1,No Discount (0%)
5868,CA-2016-158211,2016-01-04,2016-01-08,Standard Class,BP-11185,19143,OFF-AR-10004078,4.672,1,0.2,0.584,4,4.67,4.09,12.5,1,Low Discount (1-20%)
5869,CA-2016-158211,2016-01-04,2016-01-08,Standard Class,BP-11185,19143,OFF-BI-10002026,104.58,6,0.7,-80.178,4,17.43,30.79,-76.67,0,High Discount (>50%)
5870,CA-2016-152247,2016-11-07,2016-11-12,Standard Class,MA-17995,82001,FUR-CH-10001215,1603.136,4,0.2,100.196,5,400.78,375.74,6.25,1,Low Discount (1-20%)
5871,CA-2016-128223,2016-06-14,2016-06-14,Same Day,EB-13705,92804,FUR-TA-10001771,1293.488,7,0.2,80.843,0,184.78,173.24,6.25,1,Low Discount (1-20%)
5872,CA-2016-154235,2016-09-24,2016-09-28,Standard Class,RD-19900,47401,FUR-FU-10004006,127.95,3,0.0,21.7515,4,42.65,35.4,17.0,1,No Discount (0%)
5873,CA-2017-129910,2017-03-30,2017-04-03,Standard Class,ME-17320,31907,OFF-ST-10003282,59.76,1,0.0,16.7328,4,59.76,43.03,28.0,1,No Discount (0%)
5874,CA-2017-133095,2017-06-04,2017-06-04,Same Day,EH-14005,72401,OFF-BI-10002353,108.08,7,0.0,54.04,0,15.44,7.72,50.0,1,No Discount (0%)
5875,CA-2017-133095,2017-06-04,2017-06-04,Same Day,EH-14005,72401,OFF-BI-10004141,9.54,3,0.0,4.3884,0,3.18,1.72,46.0,1,No Discount (0%)
5876,CA-2015-130554,2015-04-07,2015-04-09,First Class,FM-14290,19140,OFF-AR-10001954,11.736,3,0.2,1.0269,2,3.91,3.57,8.75,1,Low Discount (1-20%)
5877,CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,01841,OFF-BI-10001071,447.86,7,0.0,219.4514,5,63.98,32.63,49.0,1,No Discount (0%)
5878,CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,01841,OFF-PA-10003022,17.94,3,0.0,8.7906,5,5.98,3.05,49.0,1,No Discount (0%)
5879,CA-2014-152443,2014-05-21,2014-05-26,Standard Class,FG-14260,01841,OFF-AP-10001293,245.88,6,0.0,68.8464,5,40.98,29.51,28.0,1,No Discount (0%)
5880,CA-2016-133319,2016-09-05,2016-09-11,Standard Class,MV-17485,10011,OFF-PA-10001815,192.16,4,0.0,92.2368,6,48.04,24.98,48.0,1,No Discount (0%)
5881,CA-2016-133935,2016-09-18,2016-09-22,Standard Class,JW-15220,92105,FUR-CH-10001215,801.568,2,0.2,50.098,4,400.78,375.74,6.25,1,Low Discount (1-20%)
5882,CA-2016-133935,2016-09-18,2016-09-22,Standard Class,JW-15220,92105,OFF-PA-10000100,368.91,9,0.0,180.7659,4,40.99,20.9,49.0,1,No Discount (0%)
5883,CA-2016-133935,2016-09-18,2016-09-22,Standard Class,JW-15220,92105,FUR-CH-10002880,885.528,9,0.2,-99.6219,4,98.39,109.46,-11.25,0,Low Discount (1-20%)
5884,CA-2016-136301,2016-03-13,2016-03-15,Second Class,EH-13765,94109,FUR-FU-10004712,28.28,2,0.0,7.3528,2,14.14,10.46,26.0,1,No Discount (0%)
5885,CA-2016-136301,2016-03-13,2016-03-15,Second Class,EH-13765,94109,OFF-SU-10000151,4912.59,3,0.0,196.5036,2,1637.53,1572.03,4.0,1,No Discount (0%)
5886,US-2014-109456,2014-10-16,2014-10-17,Same Day,LS-17245,94110,OFF-BI-10000136,14.352,3,0.2,5.0232,1,4.78,3.11,35.0,1,Low Discount (1-20%)
5887,US-2014-109456,2014-10-16,2014-10-17,Same Day,LS-17245,94110,TEC-AC-10003610,179.97,3,0.0,86.3856,1,59.99,31.19,48.0,1,No Discount (0%)
5888,CA-2017-151596,2017-10-08,2017-10-11,First Class,BP-11050,02920,OFF-ST-10001837,42.76,1,0.0,11.1176,3,42.76,31.64,26.0,1,No Discount (0%)
5889,CA-2015-147879,2015-05-07,2015-05-12,Standard Class,CC-12220,42301,OFF-PA-10001952,45.68,2,0.0,21.0128,5,22.84,12.33,46.0,1,No Discount (0%)
5890,CA-2016-166625,2016-04-14,2016-04-17,First Class,JM-15580,21215,OFF-BI-10002414,25.06,2,0.0,11.7782,3,12.53,6.64,47.0,1,No Discount (0%)
5891,CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,60610,OFF-PA-10001790,38.432,1,0.2,13.4512,5,38.43,24.98,35.0,1,Low Discount (1-20%)
5892,CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,60610,OFF-ST-10001590,21.568,2,0.2,1.6176,5,10.78,9.98,7.5,1,Low Discount (1-20%)
5893,CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,60610,TEC-AC-10003657,81.576,3,0.2,2.0394,5,27.19,26.51,2.5,1,Low Discount (1-20%)
5894,CA-2017-159954,2017-09-10,2017-09-14,Standard Class,SS-20410,30318,OFF-BI-10004876,2.78,1,0.0,1.3622,4,2.78,1.42,49.0,1,No Discount (0%)
5895,CA-2017-100825,2017-09-09,2017-09-14,Standard Class,KD-16495,90036,OFF-ST-10003123,99.87,3,0.0,23.9688,5,33.29,25.3,24.0,1,No Discount (0%)
5896,CA-2014-168305,2014-11-01,2014-11-08,Standard Class,PL-18925,90049,OFF-LA-10003498,44.4,3,0.0,22.2,7,14.8,7.4,50.0,1,No Discount (0%)
5897,CA-2014-168305,2014-11-01,2014-11-08,Standard Class,PL-18925,90049,OFF-PA-10004947,21.4,5,0.0,9.63,7,4.28,2.35,45.0,1,No Discount (0%)
5898,CA-2016-167682,2016-04-03,2016-04-09,Standard Class,ZD-21925,47374,FUR-FU-10003799,71.12,4,0.0,22.0472,6,17.78,12.27,31.0,1,No Discount (0%)
5899,CA-2016-167682,2016-04-03,2016-04-09,Standard Class,ZD-21925,47374,TEC-PH-10000673,259.96,4,0.0,124.7808,6,64.99,33.79,48.0,1,No Discount (0%)
5900,CA-2017-108000,2017-01-12,2017-01-16,Standard Class,LS-16945,94110,OFF-EN-10002621,9.78,1,0.0,4.89,4,9.78,4.89,50.0,1,No Discount (0%)
5901,CA-2015-146465,2015-11-20,2015-11-24,Standard Class,PB-18805,94122,OFF-BI-10004528,24.192,9,0.2,7.56,4,2.69,1.85,31.25,1,Low Discount (1-20%)
5902,CA-2016-159639,2016-11-27,2016-12-02,Standard Class,PC-18745,07090,FUR-FU-10001889,31.56,3,0.0,10.4148,5,10.52,7.05,33.0,1,No Discount (0%)
5903,US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,94122,OFF-PA-10000157,59.94,3,0.0,28.1718,0,19.98,10.59,47.0,1,No Discount (0%)
5904,US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,94122,OFF-PA-10002764,45.36,4,0.0,22.2264,0,11.34,5.78,49.0,1,No Discount (0%)
5905,US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,94122,OFF-PA-10000143,26.4,5,0.0,12.672,0,5.28,2.75,48.0,1,No Discount (0%)
5906,US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,94122,OFF-LA-10000414,41.4,4,0.0,19.872,0,10.35,5.38,48.0,1,No Discount (0%)
5907,US-2017-153948,2017-11-06,2017-11-06,Same Day,FM-14290,94122,TEC-AC-10003441,16.95,1,0.0,1.017,0,16.95,15.93,6.0,1,No Discount (0%)
5908,US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,95123,OFF-BI-10002353,24.704,2,0.2,9.264,5,12.35,7.72,37.5,1,Low Discount (1-20%)
5909,US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,95123,OFF-AP-10001303,59.7,3,0.0,26.865,5,19.9,10.95,45.0,1,No Discount (0%)
5910,US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,95123,FUR-FU-10003026,14.52,3,0.0,5.6628,5,4.84,2.95,39.0,1,No Discount (0%)
5911,US-2016-113985,2016-12-02,2016-12-07,Standard Class,KD-16495,95123,OFF-BI-10000632,104.184,3,0.2,33.8598,5,34.73,23.44,32.5,1,Low Discount (1-20%)
5912,CA-2016-155383,2016-12-17,2016-12-22,Standard Class,SC-20680,98115,OFF-ST-10001328,46.53,3,0.0,13.0284,5,15.51,11.17,28.0,1,No Discount (0%)
5913,CA-2014-120432,2014-08-24,2014-08-26,Second Class,DW-13585,42301,OFF-SU-10004661,25.5,3,0.0,6.63,2,8.5,6.29,26.0,1,No Discount (0%)
5914,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035,OFF-ST-10000617,14.9,5,0.0,1.043,6,2.98,2.77,7.0,1,No Discount (0%)
5915,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035,OFF-LA-10002762,87.71,7,0.0,41.2237,6,12.53,6.64,47.0,1,No Discount (0%)
5916,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035,FUR-CH-10001973,199.764,2,0.1,8.8784,6,99.88,95.44,4.44,1,Low Discount (1-20%)
5917,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035,OFF-ST-10003058,94.6,4,0.0,27.434,6,23.65,16.79,29.0,1,No Discount (0%)
5918,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035,FUR-BO-10004834,4228.704,6,0.2,158.5764,6,704.78,678.35,3.75,1,Low Discount (1-20%)
5919,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035,FUR-BO-10002213,2003.92,5,0.2,-25.049,6,400.78,405.79,-1.25,0,Low Discount (1-20%)
5920,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035,TEC-PH-10002170,209.97,3,0.0,58.7916,6,69.99,50.39,28.0,1,No Discount (0%)
5921,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035,TEC-AC-10003033,659.9,2,0.0,217.767,6,329.95,221.07,33.0,1,No Discount (0%)
5922,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035,OFF-PA-10004071,110.96,2,0.0,53.2608,6,55.48,28.85,48.0,1,No Discount (0%)
5923,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,10035,TEC-PH-10000169,67.8,4,0.0,1.356,6,16.95,16.61,2.0,1,No Discount (0%)
5924,CA-2016-130288,2016-11-26,2016-11-30,Second Class,DK-13225,10011,FUR-TA-10002958,313.176,2,0.4,-120.0508,4,156.59,216.61,-38.33,0,Medium Discount (21-50%)
5925,CA-2017-146458,2017-11-19,2017-11-22,Second Class,RB-19435,22153,OFF-AR-10001177,22.96,7,0.0,6.6584,3,3.28,2.33,29.0,1,No Discount (0%)
5926,CA-2017-150420,2017-06-03,2017-06-08,Standard Class,GD-14590,98226,TEC-AC-10004975,1099.5,10,0.0,362.835,5,109.95,73.67,33.0,1,No Discount (0%)
5927,US-2014-118997,2014-04-08,2014-04-12,Standard Class,RA-19885,35601,FUR-TA-10001086,1215.92,8,0.0,316.1392,4,151.99,112.47,26.0,1,No Discount (0%)
5928,CA-2014-114314,2014-10-11,2014-10-15,Standard Class,DB-13555,72701,OFF-LA-10000240,7.31,1,0.0,3.4357,4,7.31,3.87,47.0,1,No Discount (0%)
5929,CA-2014-114314,2014-10-11,2014-10-15,Standard Class,DB-13555,72701,FUR-FU-10002107,8.92,4,0.0,3.9248,4,2.23,1.25,44.0,1,No Discount (0%)
5930,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,19120,FUR-BO-10001519,87.21,3,0.5,-45.3492,2,29.07,44.19,-52.0,0,Medium Discount (21-50%)
5931,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,19120,OFF-PA-10004100,15.552,3,0.2,5.4432,2,5.18,3.37,35.0,1,Low Discount (1-20%)
5932,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,19120,TEC-PH-10001363,683.988,2,0.4,-113.998,2,341.99,398.99,-16.67,0,Medium Discount (21-50%)
5933,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,19120,OFF-ST-10004835,13.392,3,0.2,1.0044,2,4.46,4.13,7.5,1,Low Discount (1-20%)
5934,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,19120,TEC-AC-10002018,16.776,3,0.2,4.8231,2,5.59,3.98,28.75,1,Low Discount (1-20%)
5935,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,19120,TEC-AC-10003033,527.92,2,0.2,85.787,2,263.96,221.07,16.25,1,Low Discount (1-20%)
5936,CA-2016-103107,2016-07-04,2016-07-04,Same Day,RB-19465,98103,FUR-FU-10000221,25.4,5,0.0,8.636,0,5.08,3.35,34.0,1,No Discount (0%)
5937,CA-2016-103107,2016-07-04,2016-07-04,Same Day,RB-19465,98103,TEC-PH-10001198,177.48,3,0.2,19.9665,0,59.16,52.5,11.25,1,Low Discount (1-20%)
5938,CA-2016-103107,2016-07-04,2016-07-04,Same Day,RB-19465,98103,TEC-PH-10002564,71.976,3,0.2,8.997,0,23.99,20.99,12.5,1,Low Discount (1-20%)
5939,CA-2017-122077,2017-05-19,2017-05-25,Standard Class,JF-15295,75023,TEC-PH-10003811,95.992,1,0.2,9.5992,6,95.99,86.39,10.0,1,Low Discount (1-20%)
5940,CA-2017-122077,2017-05-19,2017-05-25,Standard Class,JF-15295,75023,OFF-LA-10004178,13.216,4,0.2,4.2952,6,3.3,2.23,32.5,1,Low Discount (1-20%)
5941,CA-2017-112431,2017-10-12,2017-10-14,Second Class,RW-19690,90049,TEC-AC-10001465,435.84,12,0.0,130.752,2,36.32,25.42,30.0,1,No Discount (0%)
5942,CA-2017-112431,2017-10-12,2017-10-14,Second Class,RW-19690,90049,OFF-AR-10000940,5.88,2,0.0,1.5876,2,2.94,2.15,27.0,1,No Discount (0%)
5943,CA-2016-151092,2016-08-06,2016-08-13,Standard Class,VG-21790,90032,TEC-PH-10001700,211.168,4,0.2,18.4772,7,52.79,48.17,8.75,1,Low Discount (1-20%)
5944,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,90036,FUR-FU-10000771,6.28,1,0.0,2.6376,4,6.28,3.64,42.0,1,No Discount (0%)
5945,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,90036,TEC-AC-10002399,95.1,5,0.0,30.432,4,19.02,12.93,32.0,1,No Discount (0%)
5946,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,90036,OFF-PA-10004983,25.92,4,0.0,12.4416,4,6.48,3.37,48.0,1,No Discount (0%)
5947,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,90036,OFF-ST-10004258,48.84,4,0.0,13.1868,4,12.21,8.91,27.0,1,No Discount (0%)
5948,CA-2015-115924,2015-09-14,2015-09-18,Second Class,BE-11455,50315,OFF-BI-10004040,25.9,5,0.0,12.691,4,5.18,2.64,49.0,1,No Discount (0%)
5949,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,38671,OFF-EN-10003862,42.68,4,0.0,19.6328,0,10.67,5.76,46.0,1,No Discount (0%)
5950,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,38671,TEC-AC-10004571,299.97,3,0.0,125.9874,0,99.99,57.99,42.0,1,No Discount (0%)
5951,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,38671,OFF-AP-10000891,262.24,2,0.0,78.672,0,131.12,91.78,30.0,1,No Discount (0%)
5952,CA-2017-161046,2017-03-05,2017-03-05,Same Day,CB-12535,38671,OFF-BI-10002026,234.36,6,0.0,112.4928,0,39.06,20.31,48.0,1,No Discount (0%)
5953,US-2017-141698,2017-04-15,2017-04-21,Standard Class,SD-20485,77041,OFF-PA-10001826,20.736,4,0.2,7.2576,6,5.18,3.37,35.0,1,Low Discount (1-20%)
5954,US-2014-105151,2014-03-30,2014-03-31,First Class,SG-20890,10009,OFF-AR-10001231,10.5,5,0.0,2.94,1,2.1,1.51,28.0,1,No Discount (0%)
5955,CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,19601,FUR-FU-10000409,23.968,2,0.2,7.7896,4,11.98,8.09,32.5,1,Low Discount (1-20%)
5956,CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,19601,FUR-BO-10002545,521.96,4,0.5,-250.5408,4,130.49,193.13,-48.0,0,Medium Discount (21-50%)
