date,date_key,year,quarter,year_quarter,month_number,month,month_short,year_month,week_number,day,day_of_week,day_of_week_num,is_weekend
2015-07-04,20150704,2015,Q3,2015-Q3,7,July,Jul,2015-07,27,4,Saturday,6,1
2015-07-05,20150705,2015,Q3,2015-Q3,7,July,Jul,2015-07,27,5,Sunday,7,1
2015-07-06,20150706,2015,Q3,2015-Q3,7,July,Jul,2015-07,28,6,Monday,1,0
2015-07-07,20150707,2015,Q3,2015-Q3,7,July,Jul,2015-07,28,7,Tuesday,2,0
2015-07-08,20150708,2015,Q3,2015-Q3,7,July,Jul,2015-07,28,8,Wednesday,3,0
2015-07-09,20150709,2015,Q3,2015-Q3,7,July,Jul,2015-07,28,9,Thursday,4,0
2015-07-10,20150710,2015,Q3,2015-Q3,7,July,Jul,2015-07,28,10,Friday,5,0
2015-07-11,20150711,2015,Q3,2015-Q3,7,July,Jul,2015-07,28,11,Saturday,6,1
2015-07-12,20150712,2015,Q3,2015-Q3,7,July,Jul,2015-07,28,12,Sunday,7,1
2015-07-13,20150713,2015,Q3,2015-Q3,7,July,Jul,2015-07,29,13,Monday,1,0
2015-07-14,20150714,2015,Q3,2015-Q3,7,July,Jul,2015-07,29,14,Tuesday,2,0
2015-07-15,20150715,2015,Q3,2015-Q3,7,July,Jul,2015-07,29,15,Wednesday,3,0
2015-07-16,20150716,2015,Q3,2015-Q3,7,July,Jul,2015-07,29,16,Thursday,4,0
2015-07-17,20150717,2015,Q3,2015-Q3,7,July,Jul,2015-07,29,17,Friday,5,0
2015-07-18,20150718,2015,Q3,2015-Q3,7,July,Jul,2015-07,29,18,Saturday,6,1
2015-07-19,20150719,2015,Q3,2015-Q3,7,July,Jul,2015-07,29,19,Sunday,7,1
2015-07-20,20150720,2015,Q3,2015-Q3,7,July,Jul,2015-07,30,20,Monday,1,0
2015-07-21,20150721,2015,Q3,2015-Q3,7,July,Jul,2015-07,30,21,Tuesday,2,0
2015-07-22,20150722,2015,Q3,2015-Q3,7,July,Jul,2015-07,30,22,Wednesday,3,0
2015-07-23,20150723,2015,Q3,2015-Q3,7,July,Jul,2015-07,30,23,Thursday,4,0
2015-07-24,20150724,2015,Q3,2015-Q3,7,July,Jul,2015-07,30,24,Friday,5,0
2015-07-25,20150725,2015,Q3,2015-Q3,7,July,Jul,2015-07,30,25,Saturday,6,1
2015-07-26,20150726,2015,Q3,2015-Q3,7,July,Jul,2015-07,30,26,Sunday,7,1
2015-07-27,20150727,2015,Q3,2015-Q3,7,July,Jul,2015-07,31,27,Monday,1,0
2015-07-28,20150728,2015,Q3,2015-Q3,7,July,Jul,2015-07,31,28,Tuesday,2,0
2015-07-29,20150729,2015,Q3,2015-Q3,7,July,Jul,2015-07,31,29,Wednesday,3,0
2015-07-30,20150730,2015,Q3,2015-Q3,7,July,Jul,2015-07,31,30,Thursday,4,0
2015-07-31,20150731,2015,Q3,2015-Q3,7,July,Jul,2015-07,31,31,Friday,5,0
2015-08-01,20150801,2015,Q3,2015-Q3,8,August,Aug,2015-08,31,1,Saturday,6,1
2015-08-02,20150802,2015,Q3,2015-Q3,8,August,Aug,2015-08,31,2,Sunday,7,1
2015-08-03,20150803,2015,Q3,2015-Q3,8,August,Aug,2015-08,32,3,Monday,1,0
2015-08-04,20150804,2015,Q3,2015-Q3,8,August,Aug,2015-08,32,4,Tuesday,2,0
2015-08-05,20150805,2015,Q3,2015-Q3,8,August,Aug,2015-08,32,5,Wednesday,3,0
2015-08-06,20150806,2015,Q3,2015-Q3,8,August,Aug,2015-08,32,6,Thursday,4,0
2015-08-07,20150807,2015,Q3,2015-Q3,8,August,Aug,2015-08,32,7,Friday,5,0
2015-08-08,20150808,2015,Q3,2015-Q3,8,August,Aug,2015-08,32,8,Saturday,6,1
2015-08-09,20150809,2015,Q3,2015-Q3,8,August,Aug,2015-08,32,9,Sunday,7,1
2015-08-10,20150810,2015,Q3,2015-Q3,8,August,Aug,2015-08,33,10,Monday,1,0
2015-08-11,20150811,2015,Q3,2015-Q3,8,August,Aug,2015-08,33,11,Tuesday,2,0
2015-08-12,20150812,2015,Q3,2015-Q3,8,August,Aug,2015-08,33,12,Wednesday,3,0
2015-08-13,20150813,2015,Q3,2015-Q3,8,August,Aug,2015-08,33,13,Thursday,4,0
2015-08-14,20150814,2015,Q3,2015-Q3,8,August,Aug,2015-08,33,14,Friday,5,0
2015-08-15,20150815,2015,Q3,2015-Q3,8,August,Aug,2015-08,33,15,Saturday,6,1
2015-08-16,20150816,2015,Q3,2015-Q3,8,August,Aug,2015-08,33,16,Sunday,7,1
2015-08-17,20150817,2015,Q3,2015-Q3,8,August,Aug,2015-08,34,17,Monday,1,0
2015-08-18,20150818,2015,Q3,2015-Q3,8,August,Aug,2015-08,34,18,Tuesday,2,0
2015-08-19,20150819,2015,Q3,2015-Q3,8,August,Aug,2015-08,34,19,Wednesday,3,0
2015-08-20,20150820,2015,Q3,2015-Q3,8,August,Aug,2015-08,34,20,Thursday,4,0
2015-08-21,20150821,2015,Q3,2015-Q3,8,August,Aug,2015-08,34,21,Friday,5,0
2015-08-22,20150822,2015,Q3,2015-Q3,8,August,Aug,2015-08,34,22,Saturday,6,1
2015-08-23,20150823,2015,Q3,2015-Q3,8,August,Aug,2015-08,34,23,Sunday,7,1
2015-08-24,20150824,2015,Q3,2015-Q3,8,August,Aug,2015-08,35,24,Monday,1,0
2015-08-25,20150825,2015,Q3,2015-Q3,8,August,Aug,2015-08,35,25,Tuesday,2,0
2015-08-26,20150826,2015,Q3,2015-Q3,8,August,Aug,2015-08,35,26,Wednesday,3,0
2015-08-27,20150827,2015,Q3,2015-Q3,8,August,Aug,2015-08,35,27,Thursday,4,0
2015-08-28,20150828,2015,Q3,2015-Q3,8,August,Aug,2015-08,35,28,Friday,5,0
2015-08-29,20150829,2015,Q3,2015-Q3,8,August,Aug,2015-08,35,29,Saturday,6,1
2015-08-30,20150830,2015,Q3,2015-Q3,8,August,Aug,2015-08,35,30,Sunday,7,1
2015-08-31,20150831,2015,Q3,2015-Q3,8,August,Aug,2015-08,36,31,Monday,1,0
2015-09-01,20150901,2015,Q3,2015-Q3,9,September,Sep,2015-09,36,1,Tuesday,2,0
2015-09-02,20150902,2015,Q3,2015-Q3,9,September,Sep,2015-09,36,2,Wednesday,3,0
2015-09-03,20150903,2015,Q3,2015-Q3,9,September,Sep,2015-09,36,3,Thursday,4,0
2015-09-04,20150904,2015,Q3,2015-Q3,9,September,Sep,2015-09,36,4,Friday,5,0
2015-09-05,20150905,2015,Q3,2015-Q3,9,September,Sep,2015-09,36,5,Saturday,6,1
2015-09-06,20150906,2015,Q3,2015-Q3,9,September,Sep,2015-09,36,6,Sunday,7,1
2015-09-07,20150907,2015,Q3,2015-Q3,9,September,Sep,2015-09,37,7,Monday,1,0
2015-09-08,20150908,2015,Q3,2015-Q3,9,September,Sep,2015-09,37,8,Tuesday,2,0
2015-09-09,20150909,2015,Q3,2015-Q3,9,September,Sep,2015-09,37,9,Wednesday,3,0
2015-09-10,20150910,2015,Q3,2015-Q3,9,September,Sep,2015-09,37,10,Thursday,4,0
2015-09-11,20150911,2015,Q3,2015-Q3,9,September,Sep,2015-09,37,11,Friday,5,0
2015-09-12,20150912,2015,Q3,2015-Q3,9,September,Sep,2015-09,37,12,Saturday,6,1
2015-09-13,20150913,2015,Q3,2015-Q3,9,September,Sep,2015-09,37,13,Sunday,7,1
2015-09-14,20150914,2015,Q3,2015-Q3,9,September,Sep,2015-09,38,14,Monday,1,0
2015-09-15,20150915,2015,Q3,2015-Q3,9,September,Sep,2015-09,38,15,Tuesday,2,0
2015-09-16,20150916,2015,Q3,2015-Q3,9,September,Sep,2015-09,38,16,Wednesday,3,0
2015-09-17,20150917,2015,Q3,2015-Q3,9,September,Sep,2015-09,38,17,Thursday,4,0
2015-09-18,20150918,2015,Q3,2015-Q3,9,September,Sep,2015-09,38,18,Friday,5,0
2015-09-19,20150919,2015,Q3,2015-Q3,9,September,Sep,2015-09,38,19,Saturday,6,1
2015-09-20,20150920,2015,Q3,2015-Q3,9,September,Sep,2015-09,38,20,Sunday,7,1
2015-09-21,20150921,2015,Q3,2015-Q3,9,September,Sep,2015-09,39,21,Monday,1,0
2015-09-22,20150922,2015,Q3,2015-Q3,9,September,Sep,2015-09,39,22,Tuesday,2,0
2015-09-23,20150923,2015,Q3,2015-Q3,9,September,Sep,2015-09,39,23,Wednesday,3,0
2015-09-24,20150924,2015,Q3,2015-Q3,9,September,Sep,2015-09,39,24,Thursday,4,0
2015-09-25,20150925,2015,Q3,2015-Q3,9,September,Sep,2015-09,39,25,Friday,5,0
2015-09-26,20150926,2015,Q3,2015-Q3,9,September,Sep,2015-09,39,26,Saturday,6,1
2015-09-27,20150927,2015,Q3,2015-Q3,9,September,Sep,2015-09,39,27,Sunday,7,1
2015-09-28,20150928,2015,Q3,2015-Q3,9,September,Sep,2015-09,40,28,Monday,1,0
2015-09-29,20150929,2015,Q3,2015-Q3,9,September,Sep,2015-09,40,29,Tuesday,2,0
2015-09-30,20150930,2015,Q3,2015-Q3,9,September,Sep,2015-09,40,30,Wednesday,3,0
2015-10-01,20151001,2015,Q4,2015-Q4,10,October,Oct,2015-10,40,1,Thursday,4,0
2015-10-02,20151002,2015,Q4,2015-Q4,10,October,Oct,2015-10,40,2,Friday,5,0
2015-10-03,20151003,2015,Q4,2015-Q4,10,October,Oct,2015-10,40,3,Saturday,6,1
2015-10-04,20151004,2015,Q4,2015-Q4,10,October,Oct,2015-10,40,4,Sunday,7,1
2015-10-05,20151005,2015,Q4,2015-Q4,10,October,Oct,2015-10,41,5,Monday,1,0
2015-10-06,20151006,2015,Q4,2015-Q4,10,October,Oct,2015-10,41,6,Tuesday,2,0
2015-10-07,20151007,2015,Q4,2015-Q4,10,October,Oct,2015-10,41,7,Wednesday,3,0
2015-10-08,20151008,2015,Q4,2015-Q4,10,October,Oct,2015-10,41,8,Thursday,4,0
2015-10-09,20151009,2015,Q4,2015-Q4,10,October,Oct,2015-10,41,9,Friday,5,0
2015-10-10,20151010,2015,Q4,2015-Q4,10,October,Oct,2015-10,41,10,Saturday,6,1
2015-10-11,20151011,2015,Q4,2015-Q4,10,October,Oct,2015-10,41,11,Sunday,7,1
2015-10-12,20151012,2015,Q4,2015-Q4,10,October,Oct,2015-10,42,12,Monday,1,0
2015-10-13,20151013,2015,Q4,2015-Q4,10,October,Oct,2015-10,42,13,Tuesday,2,0
2015-10-14,20151014,2015,Q4,2015-Q4,10,October,Oct,2015-10,42,14,Wednesday,3,0
2015-10-15,20151015,2015,Q4,2015-Q4,10,October,Oct,2015-10,42,15,Thursday,4,0
2015-10-16,20151016,2015,Q4,2015-Q4,10,October,Oct,2015-10,42,16,Friday,5,0
2015-10-17,20151017,2015,Q4,2015-Q4,10,October,Oct,2015-10,42,17,Saturday,6,1
2015-10-18,20151018,2015,Q4,2015-Q4,10,October,Oct,2015-10,42,18,Sunday,7,1
2015-10-19,20151019,2015,Q4,2015-Q4,10,October,Oct,2015-10,43,19,Monday,1,0
2015-10-20,20151020,2015,Q4,2015-Q4,10,October,Oct,2015-10,43,20,Tuesday,2,0
2015-10-21,20151021,2015,Q4,2015-Q4,10,October,Oct,2015-10,43,21,Wednesday,3,0
2015-10-22,20151022,2015,Q4,2015-Q4,10,October,Oct,2015-10,43,22,Thursday,4,0
2015-10-23,20151023,2015,Q4,2015-Q4,10,October,Oct,2015-10,43,23,Friday,5,0
2015-10-24,20151024,2015,Q4,2015-Q4,10,October,Oct,2015-10,43,24,Saturday,6,1
2015-10-25,20151025,2015,Q4,2015-Q4,10,October,Oct,2015-10,43,25,Sunday,7,1
2015-10-26,20151026,2015,Q4,2015-Q4,10,October,Oct,2015-10,44,26,Monday,1,0
2015-10-27,20151027,2015,Q4,2015-Q4,10,October,Oct,2015-10,44,27,Tuesday,2,0
2015-10-28,20151028,2015,Q4,2015-Q4,10,October,Oct,2015-10,44,28,Wednesday,3,0
2015-10-29,20151029,2015,Q4,2015-Q4,10,October,Oct,2015-10,44,29,Thursday,4,0
2015-10-30,20151030,2015,Q4,2015-Q4,10,October,Oct,2015-10,44,30,Friday,5,0
2015-10-31,20151031,2015,Q4,2015-Q4,10,October,Oct,2015-10,44,31,Saturday,6,1
2015-11-01,20151101,2015,Q4,2015-Q4,11,November,Nov,2015-11,44,1,Sunday,7,1
2015-11-02,20151102,2015,Q4,2015-Q4,11,November,Nov,2015-11,45,2,Monday,1,0
2015-11-03,20151103,2015,Q4,2015-Q4,11,November,Nov,2015-11,45,3,Tuesday,2,0
2015-11-04,20151104,2015,Q4,2015-Q4,11,November,Nov,2015-11,45,4,Wednesday,3,0
2015-11-05,20151105,2015,Q4,2015-Q4,11,November,Nov,2015-11,45,5,Thursday,4,0
2015-11-06,20151106,2015,Q4,2015-Q4,11,November,Nov,2015-11,45,6,Friday,5,0
2015-11-07,20151107,2015,Q4,2015-Q4,11,November,Nov,2015-11,45,7,Saturday,6,1
2015-11-08,20151108,2015,Q4,2015-Q4,11,November,Nov,2015-11,45,8,Sunday,7,1
2015-11-09,20151109,2015,Q4,2015-Q4,11,November,Nov,2015-11,46,9,Monday,1,0
2015-11-10,20151110,2015,Q4,2015-Q4,11,November,Nov,2015-11,46,10,Tuesday,2,0
2015-11-11,20151111,2015,Q4,2015-Q4,11,November,Nov,2015-11,46,11,Wednesday,3,0
2015-11-12,20151112,2015,Q4,2015-Q4,11,November,Nov,2015-11,46,12,Thursday,4,0
2015-11-13,20151113,2015,Q4,2015-Q4,11,November,Nov,2015-11,46,13,Friday,5,0
2015-11-14,20151114,2015,Q4,2015-Q4,11,November,Nov,2015-11,46,14,Saturday,6,1
2015-11-15,20151115,2015,Q4,2015-Q4,11,November,Nov,2015-11,46,15,Sunday,7,1
2015-11-16,20151116,2015,Q4,2015-Q4,11,November,Nov,2015-11,47,16,Monday,1,0
2015-11-17,20151117,2015,Q4,2015-Q4,11,November,Nov,2015-11,47,17,Tuesday,2,0
2015-11-18,20151118,2015,Q4,2015-Q4,11,November,Nov,2015-11,47,18,Wednesday,3,0
2015-11-19,20151119,2015,Q4,2015-Q4,11,November,Nov,2015-11,47,19,Thursday,4,0
2015-11-20,20151120,2015,Q4,2015-Q4,11,November,Nov,2015-11,47,20,Friday,5,0
2015-11-21,20151121,2015,Q4,2015-Q4,11,November,Nov,2015-11,47,21,Saturday,6,1
2015-11-22,20151122,2015,Q4,2015-Q4,11,November,Nov,2015-11,47,22,Sunday,7,1
2015-11-23,20151123,2015,Q4,2015-Q4,11,November,Nov,2015-11,48,23,Monday,1,0
2015-11-24,20151124,2015,Q4,2015-Q4,11,November,Nov,2015-11,48,24,Tuesday,2,0
2015-11-25,20151125,2015,Q4,2015-Q4,11,November,Nov,2015-11,48,25,Wednesday,3,0
2015-11-26,20151126,2015,Q4,2015-Q4,11,November,Nov,2015-11,48,26,Thursday,4,0
2015-11-27,20151127,2015,Q4,2015-Q4,11,November,Nov,2015-11,48,27,Friday,5,0
2015-11-28,20151128,2015,Q4,2015-Q4,11,November,Nov,2015-11,48,28,Saturday,6,1
2015-11-29,20151129,2015,Q4,2015-Q4,11,November,Nov,2015-11,48,29,Sunday,7,1
2015-11-30,20151130,2015,Q4,2015-Q4,11,November,Nov,2015-11,49,30,Monday,1,0
2015-12-01,20151201,2015,Q4,2015-Q4,12,December,Dec,2015-12,49,1,Tuesday,2,0
2015-12-02,20151202,2015,Q4,2015-Q4,12,December,Dec,2015-12,49,2,Wednesday,3,0
2015-12-03,20151203,2015,Q4,2015-Q4,12,December,Dec,2015-12,49,3,Thursday,4,0
2015-12-04,20151204,2015,Q4,2015-Q4,12,December,Dec,2015-12,49,4,Friday,5,0
2015-12-05,20151205,2015,Q4,2015-Q4,12,December,Dec,2015-12,49,5,Saturday,6,1
2015-12-06,20151206,2015,Q4,2015-Q4,12,December,Dec,2015-12,49,6,Sunday,7,1
2015-12-07,20151207,2015,Q4,2015-Q4,12,December,Dec,2015-12,50,7,Monday,1,0
2015-12-08,20151208,2015,Q4,2015-Q4,12,December,Dec,2015-12,50,8,Tuesday,2,0
2015-12-09,20151209,2015,Q4,2015-Q4,12,December,Dec,2015-12,50,9,Wednesday,3,0
2015-12-10,20151210,2015,Q4,2015-Q4,12,December,Dec,2015-12,50,10,Thursday,4,0
2015-12-11,20151211,2015,Q4,2015-Q4,12,December,Dec,2015-12,50,11,Friday,5,0
2015-12-12,20151212,2015,Q4,2015-Q4,12,December,Dec,2015-12,50,12,Saturday,6,1
2015-12-13,20151213,2015,Q4,2015-Q4,12,December,Dec,2015-12,50,13,Sunday,7,1
2015-12-14,20151214,2015,Q4,2015-Q4,12,December,Dec,2015-12,51,14,Monday,1,0
2015-12-15,20151215,2015,Q4,2015-Q4,12,December,Dec,2015-12,51,15,Tuesday,2,0
2015-12-16,20151216,2015,Q4,2015-Q4,12,December,Dec,2015-12,51,16,Wednesday,3,0
2015-12-17,20151217,2015,Q4,2015-Q4,12,December,Dec,2015-12,51,17,Thursday,4,0
2015-12-18,20151218,2015,Q4,2015-Q4,12,December,Dec,2015-12,51,18,Friday,5,0
2015-12-19,20151219,2015,Q4,2015-Q4,12,December,Dec,2015-12,51,19,Saturday,6,1
2015-12-20,20151220,2015,Q4,2015-Q4,12,December,Dec,2015-12,51,20,Sunday,7,1
2015-12-21,20151221,2015,Q4,2015-Q4,12,December,Dec,2015-12,52,21,Monday,1,0
2015-12-22,20151222,2015,Q4,2015-Q4,12,December,Dec,2015-12,52,22,Tuesday,2,0
2015-12-23,20151223,2015,Q4,2015-Q4,12,December,Dec,2015-12,52,23,Wednesday,3,0
2015-12-24,20151224,2015,Q4,2015-Q4,12,December,Dec,2015-12,52,24,Thursday,4,0
2015-12-25,20151225,2015,Q4,2015-Q4,12,December,Dec,2015-12,52,25,Friday,5,0
2015-12-26,20151226,2015,Q4,2015-Q4,12,December,Dec,2015-12,52,26,Saturday,6,1
2015-12-27,20151227,2015,Q4,2015-Q4,12,December,Dec,2015-12,52,27,Sunday,7,1
2015-12-28,20151228,2015,Q4,2015-Q4,12,December,Dec,2015-12,53,28,Monday,1,0
2015-12-29,20151229,2015,Q4,2015-Q4,12,December,Dec,2015-12,53,29,Tuesday,2,0
2015-12-30,20151230,2015,Q4,2015-Q4,12,December,Dec,2015-12,53,30,Wednesday,3,0
2015-12-31,20151231,2015,Q4,2015-Q4,12,December,Dec,2015-12,53,31,Thursday,4,0
2016-01-01,20160101,2016,Q1,2016-Q1,1,January,Jan,2016-01,53,1,Friday,5,0
2016-01-02,20160102,2016,Q1,2016-Q1,1,January,Jan,2016-01,53,2,Saturday,6,1
2016-01-03,20160103,2016,Q1,2016-Q1,1,January,Jan,2016-01,53,3,Sunday,7,1
2016-01-04,20160104,2016,Q1,2016-Q1,1,January,Jan,2016-01,1,4,Monday,1,0
2016-01-05,20160105,2016,Q1,2016-Q1,1,January,Jan,2016-01,1,5,Tuesday,2,0
2016-01-06,20160106,2016,Q1,2016-Q1,1,January,Jan,2016-01,1,6,Wednesday,3,0
2016-01-07,20160107,2016,Q1,2016-Q1,1,January,Jan,2016-01,1,7,Thursday,4,0
2016-01-08,20160108,2016,Q1,2016-Q1,1,January,Jan,2016-01,1,8,Friday,5,0
2016-01-09,20160109,2016,Q1,2016-Q1,1,January,Jan,2016-01,1,9,Saturday,6,1
2016-01-10,20160110,2016,Q1,2016-Q1,1,January,Jan,2016-01,1,10,Sunday,7,1
2016-01-11,20160111,2016,Q1,2016-Q1,1,January,Jan,2016-01,2,11,Monday,1,0
2016-01-12,20160112,2016,Q1,2016-Q1,1,January,Jan,2016-01,2,12,Tuesday,2,0
2016-01-13,20160113,2016,Q1,2016-Q1,1,January,Jan,2016-01,2,13,Wednesday,3,0
2016-01-14,20160114,2016,Q1,2016-Q1,1,January,Jan,2016-01,2,14,Thursday,4,0
2016-01-15,20160115,2016,Q1,2016-Q1,1,January,Jan,2016-01,2,15,Friday,5,0
2016-01-16,20160116,2016,Q1,2016-Q1,1,January,Jan,2016-01,2,16,Saturday,6,1
2016-01-17,20160117,2016,Q1,2016-Q1,1,January,Jan,2016-01,2,17,Sunday,7,1
2016-01-18,20160118,2016,Q1,2016-Q1,1,January,Jan,2016-01,3,18,Monday,1,0
2016-01-19,20160119,2016,Q1,2016-Q1,1,January,Jan,2016-01,3,19,Tuesday,2,0
2016-01-20,20160120,2016,Q1,2016-Q1,1,January,Jan,2016-01,3,20,Wednesday,3,0
2016-01-21,20160121,2016,Q1,2016-Q1,1,January,Jan,2016-01,3,21,Thursday,4,0
2016-01-22,20160122,2016,Q1,2016-Q1,1,January,Jan,2016-01,3,22,Friday,5,0
2016-01-23,20160123,2016,Q1,2016-Q1,1,January,Jan,2016-01,3,23,Saturday,6,1
2016-01-24,20160124,2016,Q1,2016-Q1,1,January,Jan,2016-01,3,24,Sunday,7,1
2016-01-25,20160125,2016,Q1,2016-Q1,1,January,Jan,2016-01,4,25,Monday,1,0
2016-01-26,20160126,2016,Q1,2016-Q1,1,January,Jan,2016-01,4,26,Tuesday,2,0
2016-01-27,20160127,2016,Q1,2016-Q1,1,January,Jan,2016-01,4,27,Wednesday,3,0
2016-01-28,20160128,2016,Q1,2016-Q1,1,January,Jan,2016-01,4,28,Thursday,4,0
2016-01-29,20160129,2016,Q1,2016-Q1,1,January,Jan,2016-01,4,29,Friday,5,0
2016-01-30,20160130,2016,Q1,2016-Q1,1,January,Jan,2016-01,4,30,Saturday,6,1
2016-01-31,20160131,2016,Q1,2016-Q1,1,January,Jan,2016-01,4,31,Sunday,7,1
2016-02-01,20160201,2016,Q1,2016-Q1,2,February,Feb,2016-02,5,1,Monday,1,0
2016-02-02,20160202,2016,Q1,2016-Q1,2,February,Feb,2016-02,5,2,Tuesday,2,0
2016-02-03,20160203,2016,Q1,2016-Q1,2,February,Feb,2016-02,5,3,Wednesday,3,0
2016-02-04,20160204,2016,Q1,2016-Q1,2,February,Feb,2016-02,5,4,Thursday,4,0
2016-02-05,20160205,2016,Q1,2016-Q1,2,February,Feb,2016-02,5,5,Friday,5,0
2016-02-06,20160206,2016,Q1,2016-Q1,2,February,Feb,2016-02,5,6,Saturday,6,1
2016-02-07,20160207,2016,Q1,2016-Q1,2,February,Feb,2016-02,5,7,Sunday,7,1
2016-02-08,20160208,2016,Q1,2016-Q1,2,February,Feb,2016-02,6,8,Monday,1,0
2016-02-09,20160209,2016,Q1,2016-Q1,2,February,Feb,2016-02,6,9,Tuesday,2,0
2016-02-10,20160210,2016,Q1,2016-Q1,2,February,Feb,2016-02,6,10,Wednesday,3,0
2016-02-11,20160211,2016,Q1,2016-Q1,2,February,Feb,2016-02,6,11,Thursday,4,0
2016-02-12,20160212,2016,Q1,2016-Q1,2,February,Feb,2016-02,6,12,Friday,5,0
2016-02-13,20160213,2016,Q1,2016-Q1,2,February,Feb,2016-02,6,13,Saturday,6,1
2016-02-14,20160214,2016,Q1,2016-Q1,2,February,Feb,2016-02,6,14,Sunday,7,1
2016-02-15,20160215,2016,Q1,2016-Q1,2,February,Feb,2016-02,7,15,Monday,1,0
2016-02-16,20160216,2016,Q1,2016-Q1,2,February,Feb,2016-02,7,16,Tuesday,2,0
2016-02-17,20160217,2016,Q1,2016-Q1,2,February,Feb,2016-02,7,17,Wednesday,3,0
2016-02-18,20160218,2016,Q1,2016-Q1,2,February,Feb,2016-02,7,18,Thursday,4,0
2016-02-19,20160219,2016,Q1,2016-Q1,2,February,Feb,2016-02,7,19,Friday,5,0
2016-02-20,20160220,2016,Q1,2016-Q1,2,February,Feb,2016-02,7,20,Saturday,6,1
2016-02-21,20160221,2016,Q1,2016-Q1,2,February,Feb,2016-02,7,21,Sunday,7,1
2016-02-22,20160222,2016,Q1,2016-Q1,2,February,Feb,2016-02,8,22,Monday,1,0
2016-02-23,20160223,2016,Q1,2016-Q1,2,February,Feb,2016-02,8,23,Tuesday,2,0
2016-02-24,20160224,2016,Q1,2016-Q1,2,February,Feb,2016-02,8,24,Wednesday,3,0
2016-02-25,20160225,2016,Q1,2016-Q1,2,February,Feb,2016-02,8,25,Thursday,4,0
2016-02-26,20160226,2016,Q1,2016-Q1,2,February,Feb,2016-02,8,26,Friday,5,0
2016-02-27,20160227,2016,Q1,2016-Q1,2,February,Feb,2016-02,8,27,Saturday,6,1
2016-02-28,20160228,2016,Q1,2016-Q1,2,February,Feb,2016-02,8,28,Sunday,7,1
2016-02-29,20160229,2016,Q1,2016-Q1,2,February,Feb,2016-02,9,29,Monday,1,0
2016-03-01,20160301,2016,Q1,2016-Q1,3,March,Mar,2016-03,9,1,Tuesday,2,0
2016-03-02,20160302,2016,Q1,2016-Q1,3,March,Mar,2016-03,9,2,Wednesday,3,0
2016-03-03,20160303,2016,Q1,2016-Q1,3,March,Mar,2016-03,9,3,Thursday,4,0
2016-03-04,20160304,2016,Q1,2016-Q1,3,March,Mar,2016-03,9,4,Friday,5,0
2016-03-05,20160305,2016,Q1,2016-Q1,3,March,Mar,2016-03,9,5,Saturday,6,1
2016-03-06,20160306,2016,Q1,2016-Q1,3,March,Mar,2016-03,9,6,Sunday,7,1
2016-03-07,20160307,2016,Q1,2016-Q1,3,March,Mar,2016-03,10,7,Monday,1,0
2016-03-08,20160308,2016,Q1,2016-Q1,3,March,Mar,2016-03,10,8,Tuesday,2,0
2016-03-09,20160309,2016,Q1,2016-Q1,3,March,Mar,2016-03,10,9,Wednesday,3,0
2016-03-10,20160310,2016,Q1,2016-Q1,3,March,Mar,2016-03,10,10,Thursday,4,0
2016-03-11,20160311,2016,Q1,2016-Q1,3,March,Mar,2016-03,10,11,Friday,5,0
2016-03-12,20160312,2016,Q1,2016-Q1,3,March,Mar,2016-03,10,12,Saturday,6,1
2016-03-13,20160313,2016,Q1,2016-Q1,3,March,Mar,2016-03,10,13,Sunday,7,1
2016-03-14,20160314,2016,Q1,2016-Q1,3,March,Mar,2016-03,11,14,Monday,1,0
2016-03-15,20160315,2016,Q1,2016-Q1,3,March,Mar,2016-03,11,15,Tuesday,2,0
2016-03-16,20160316,2016,Q1,2016-Q1,3,March,Mar,2016-03,11,16,Wednesday,3,0
2016-03-17,20160317,2016,Q1,2016-Q1,3,March,Mar,2016-03,11,17,Thursday,4,0
2016-03-18,20160318,2016,Q1,2016-Q1,3,March,Mar,2016-03,11,18,Friday,5,0
2016-03-19,20160319,2016,Q1,2016-Q1,3,March,Mar,2016-03,11,19,Saturday,6,1
2016-03-20,20160320,2016,Q1,2016-Q1,3,March,Mar,2016-03,11,20,Sunday,7,1
2016-03-21,20160321,2016,Q1,2016-Q1,3,March,Mar,2016-03,12,21,Monday,1,0
2016-03-22,20160322,2016,Q1,2016-Q1,3,March,Mar,2016-03,12,22,Tuesday,2,0
2016-03-23,20160323,2016,Q1,2016-Q1,3,March,Mar,2016-03,12,23,Wednesday,3,0
2016-03-24,20160324,2016,Q1,2016-Q1,3,March,Mar,2016-03,12,24,Thursday,4,0
2016-03-25,20160325,2016,Q1,2016-Q1,3,March,Mar,2016-03,12,25,Friday,5,0
2016-03-26,20160326,2016,Q1,2016-Q1,3,March,Mar,2016-03,12,26,Saturday,6,1
2016-03-27,20160327,2016,Q1,2016-Q1,3,March,Mar,2016-03,12,27,Sunday,7,1
2016-03-28,20160328,2016,Q1,2016-Q1,3,March,Mar,2016-03,13,28,Monday,1,0
2016-03-29,20160329,2016,Q1,2016-Q1,3,March,Mar,2016-03,13,29,Tuesday,2,0
2016-03-30,20160330,2016,Q1,2016-Q1,3,March,Mar,2016-03,13,30,Wednesday,3,0
2016-03-31,20160331,2016,Q1,2016-Q1,3,March,Mar,2016-03,13,31,Thursday,4,0
2016-04-01,20160401,2016,Q2,2016-Q2,4,April,Apr,2016-04,13,1,Friday,5,0
